StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q16,Q17,Q18,Q2,Q14,Q3,Q4,Q13,Q5,Q6,Q7,Q8,Q9,Q10,Q15,Q11_1,Q11_2,Q11_3,Q19_1,Q19_2,Q19_3,Q12
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.230,100,139,TRUE,9/9/24 12:11,R_7f3BkmDMXd2lBOh,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,15 minutes ,Yes,Off campus,40 hours,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,,5,10,8,10,7,"As someone who works a lot outside of school, hybrid and online courses simply make it easier for me to adjust my work schedule to align with school. "
9/9/24 12:08,9/9/24 12:11,IP Address,162.212.34.228,100,170,TRUE,9/9/24 12:11,R_1ab28H9xrCgip9F,,,,,36.7405,-119.7508,anonymous,EN,Senior,2 Years,No,I live on campus,,,No,,,,No,Yes,During the day,Probably not,I prefer completely asynchronous courses,0,3,8,0,4,7,I work best in person. It allows me to develop my social skills and meet people that I would not be able to meet within an online course. 
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.232,100,129,TRUE,9/9/24 12:11,R_1Se60Iix9ux6gIS,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,Yes,I commute to campus,"No preference, both work for me",40,Yes,On campus,10,"Tuesday,Wednesday,Thursday",No,No,During the day,Might or might not,I prefer completely asynchronous courses,0,4,10,0,6,8,"I like the flexibility of online courses, though I prefer lectures being in person. I have not taken a hybrid class, so I don't have anything to comment about them."
9/9/24 12:09,9/9/24 12:11,IP Address,162.212.34.204,100,147,TRUE,9/9/24 12:11,R_3ghlgjZogc9aYRJ,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I live on campus,,,No,,,,Yes,No,At night,Probably yes,I prefer completely asynchronous courses,1,5,10,6,7,7,I like online courses because it goes well with my busy schedule as a student-athlete. 
9/9/24 12:08,9/9/24 12:12,IP Address,162.212.34.211,100,200,TRUE,9/9/24 12:12,R_37oTUIRRpZoC5t7,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I live on campus,,,No,,,,Yes,No,No preference,Probably not,I prefer a zoom component,0,1,10,0,0,10,"I prefer in-person instruction as it is proven to be the most efficient way of learning. This is the traditional model that has been proven to work, and should be the main course type offered for any given course."
9/9/24 12:08,9/9/24 12:12,IP Address,162.212.34.234,100,204,TRUE,9/9/24 12:12,R_3tm4cg4m6kIqJot,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,15-Oct,No,,,,Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,10,10,10,10,8,7,"I think it is more convenient for me, to have online courses."
9/9/24 12:08,9/9/24 12:12,IP Address,108.147.102.30,100,206,TRUE,9/9/24 12:12,R_1CWsiO4ynqHtpwB,,,,,36.6847,-119.7306,anonymous,EN,Sophmore,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,15,Yes,Off campus,16,"Monday,Tuesday,Wednesday,Thursday",No,Yes,At night,Definitely yes,I prefer a zoom component,2,2,7,8,5,10,I believe I learn better whenever there’s an in person meeting where we can be walked through the steps of certain material. Hybrid classes are usually my favorite/preferred. 
9/9/24 12:09,9/9/24 12:12,IP Address,162.212.34.213,100,192,TRUE,9/9/24 12:12,R_1vNThyYJvsdmpX3,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,30,Yes,Off campus,6,"Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Definitely not,I prefer completely asynchronous courses,3,7,7,1,10,10,Hybrid courses are tedious. I’d rather have all one format or the other so I can find a consistent routine 
9/9/24 12:08,9/9/24 12:12,IP Address,162.212.34.206,100,243,TRUE,9/9/24 12:12,R_3POEwf6X7rTqzqV,,,,,36.7405,-119.7508,anonymous,EN,Junior,2 Years,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,25,Yes,Off campus,15-20,,Yes,No,During the day,Probably not,I prefer completely asynchronous courses,6,10,10,1,10,7,Easier to get things done during the day and have more flexibility and freedom with asynchronus. 
9/9/24 12:08,9/9/24 12:13,IP Address,162.212.34.215,100,258,TRUE,9/9/24 12:13,R_5dGWhCM4n7YvP1X,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I live on campus,,,No,,,,No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,2,10,9,6,8,I like hybrid courses because it helps us give us more time to ourselves to do assignments and gives us to set a time to do assignments and learn while still being able to physically talk to the professor if help is needed.
9/9/24 12:10,9/9/24 12:13,IP Address,162.212.34.201,100,206,TRUE,9/9/24 12:13,R_72XG62ftMtrbo7D,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,20 minutes ,No,,,,Yes,Yes,During the day,Definitely yes,I prefer a zoom component,6,8,4,8,7,5,its better for the computers it saves us money and gas because im having to buy food because im at school all day 
9/9/24 12:09,9/9/24 12:14,IP Address,162.212.34.225,100,274,TRUE,9/9/24 12:14,R_39ANrLhD2RlcaS5,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I live on campus,,,Yes,On campus,12-Aug,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Yes,No,At night,Probably yes,I prefer a zoom component,0,7,10,5,8,8,"I think Hybrid courses are an interesting concept, as I haven't taken any it is not easy to say whether they would be enjoyable or not. In person courses are always nice because you can ask questions in real time. On the other hand, online courses are also nice because you can go in your own pace at your own time. Maybe you like studying and doing homework only late at night, then you can."
9/9/24 12:12,9/9/24 12:15,IP Address,162.212.34.211,100,153,TRUE,9/9/24 12:15,R_6Qziux6ie8HfqFx,,,,,36.7405,-119.7508,anonymous,EN,Junior,Less than a year,Yes,I commute to campus,"No preference, both work for me",18 minutes,No,,,,Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,4,10,3,9,9,8,I prefer hybrid courses because It gives me more time for everything else
9/9/24 12:09,9/9/24 12:15,IP Address,104.28.85.94,100,384,TRUE,9/9/24 12:15,R_5izIZUvVBhmDkXL,,,,,36.7537,-119.7627,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",15-20 ,Yes,Off campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,At night,Probably yes,I prefer completely asynchronous courses,0,0,10,9,7,5,"I like that hybrid courses give students, especially those with a packed schedule, a little more room to get more done without so much stress. In person is honestly just beneficial for those students who prefer to be taught in-person lectures because that’s their learning preference."
9/9/24 12:13,9/9/24 12:16,IP Address,162.212.34.228,100,154,TRUE,9/9/24 12:16,R_3rJ9mauQORWHTj5,,,,,36.7405,-119.7508,anonymous,EN,Senior,2 Years,No,I live on campus,,,No,,,,No,Yes,During the day,Probably not,I prefer completely asynchronous courses,0,3,10,0,4,7,I work better in person. It allows me to connect with my fellow students. 
9/9/24 12:13,9/9/24 12:16,IP Address,166.205.91.8,100,170,TRUE,9/9/24 12:16,R_6xSqrDp40NGLTbB,,,,,37.7585,-122.1856,anonymous,EN,Freshman,Less than a year,Yes,I live on campus,,,No,,,,No,Yes,During the day,Definitely not,I prefer completely asynchronous courses,0,0,6,,2,9,Online has issues when during class time and diffcult to communicate.
9/9/24 12:33,9/9/24 12:34,IP Address,67.187.213.245,100,86,TRUE,9/9/24 12:34,R_6ZeFGMeti7hWmbL,,,,,36.7539,-119.7085,anonymous,EN,,,,,,,Yes,,,,,,,,,,,,,,,
9/9/24 12:33,9/9/24 12:35,IP Address,73.41.92.57,100,120,TRUE,9/9/24 12:35,R_3s02gpVqancnizD,,,,,36.7851,-119.825,anonymous,EN,Sophmore,1 Year,No,I commute to campus,"No preference, both work for me",35,No,,,,No,No,During the day,Definitely not,I prefer completely asynchronous courses,,1,8,,8,10,I prefer in person because I can ask the professor questions. 
9/9/24 12:50,9/9/24 12:59,IP Address,172.56.168.188,100,500,TRUE,9/9/24 12:59,R_5qq2v1Sq5GhInlK,,,,,38.6019,-121.5004,anonymous,EN,Freshman,Less than a year,Yes,I commute to campus,"No preference, both work for me",13 - 15 minutes,Yes,Off campus,30-Aug,"Sunday,Tuesday,Wednesday,Thursday,Saturday",No,Yes,No preference,Definitely not,I prefer completely asynchronous courses,6,6,10,1,1,10,Meeting in person is better because I like to socialize.
9/9/24 13:07,9/9/24 13:08,IP Address,162.212.34.216,100,95,TRUE,9/9/24 13:08,R_5wFtvivEnONO4sl,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,3,"Wednesday,Friday",Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,4,4,8,7,7,7,My schedule
9/9/24 13:07,9/9/24 13:09,IP Address,162.212.34.217,100,124,TRUE,9/9/24 13:09,R_3x7Pxj6F7EDTXDX,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,30,Yes,Off campus,20-30,"Monday,Tuesday,Wednesday,Thursday,Friday",No,Yes,During the day,Definitely yes,I prefer a zoom component,5,5,7,7,4,8,
9/9/24 13:03,9/9/24 13:09,IP Address,108.205.167.55,100,364,TRUE,9/9/24 13:09,R_3ESbRdCJaa010XB,,,,,37.0307,-120.045,anonymous,EN,Sophmore,2 Years,Yes,I commute to campus,"No preference, both work for me",40,Yes,Off campus,20,"Sunday,Monday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,4,10,4,10,10,I prefer more online courses so I can save gas money and be able to work on assignments on my own time along with personal work. But also prefer some more difficult courses in person twice or three times a week.
9/9/24 13:07,9/9/24 13:09,IP Address,162.212.34.201,100,130,TRUE,9/9/24 13:09,R_6FEqeLzrWldkaoY,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I live on campus,,,Yes,On campus,10,"Wednesday,Saturday",Yes,No,At night,Probably yes,I prefer completely asynchronous courses,1,3,10,5,5,5,
9/9/24 13:06,9/9/24 13:09,IP Address,162.212.34.230,100,191,TRUE,9/9/24 13:09,R_3I0i68Uen9098gO,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,No,,,,Yes,No,No preference,Probably yes,I prefer completely asynchronous courses,3,3,10,4,10,2,I prefer being able to work on my own schedule and it is hard to make it to all of my classes on top of practices which brings my grade down. I work better on my own without the stress of making it to class. 
9/9/24 13:06,9/9/24 13:09,IP Address,162.212.34.228,100,173,TRUE,9/9/24 13:09,R_5iJSngihmiGPgpW,,,,,36.7405,-119.7508,anonymous,EN,Senior,Less than a year,No,I commute to campus,"No preference, both work for me",20 minutes,No,,,,Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,1,10,10,1,5,5,"I prefer online courses because they are easier and I can do it on my own pace
"
9/9/24 13:06,9/9/24 13:10,IP Address,162.212.34.229,100,183,TRUE,9/9/24 13:10,R_5NIXZ3gkMhj8tnf,,,,,36.7405,-119.7508,anonymous,EN,Senior,1 Year,No,I live on campus,,,No,,,,Yes,No,During the day,Probably yes,I prefer completely asynchronous courses,1,7,8,2,4,10,In person forces you to learn while as online or hybrid makes you log off spurt of speak 
9/9/24 13:08,9/9/24 13:10,IP Address,162.212.34.238,100,139,TRUE,9/9/24 13:10,R_64dSpb2PcIcHbeT,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,10,"Tuesday,Wednesday,Thursday,Friday",No,No,At night,Definitely not,I prefer a zoom component,0,2,10,6,3,10,Communication and discussion about course material is more engaging in person than online.
9/9/24 13:07,9/9/24 13:10,IP Address,162.212.34.215,100,190,TRUE,9/9/24 13:10,R_1SHpHc711iCRCXS,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I live on campus,,,No,,,,Yes,Yes,During the day,Definitely not,I prefer a zoom component,4,5,10,0,0,10,In my opinion you learn significantly more in in-person classes
9/9/24 13:06,9/9/24 13:10,IP Address,162.212.34.215,100,253,TRUE,9/9/24 13:10,R_3xLaMZlQRoIBVV7,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I commute to campus,"No preference, both work for me",30,Yes,On campus,6,"Tuesday,Thursday",No,No,No preference,Definitely yes,I prefer completely asynchronous courses,0,6,10,8,7,6,I agree that learning in person is a lot better for most people than online because some people get distracted but I think that going to school hybrid meaning half in person half online/zoom would be beneficial. I have worked hybrid and it worked very well for me. 
9/9/24 13:09,9/9/24 13:10,IP Address,162.212.34.237,100,86,TRUE,9/9/24 13:10,R_1PpeAwWzWIw9kt3,,,,,36.7405,-119.7508,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
9/9/24 13:07,9/9/24 13:10,IP Address,162.212.34.234,100,197,TRUE,9/9/24 13:10,R_7IABVQCtthcNusM,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",Yes,Yes,No preference,Definitely not,I prefer completely asynchronous courses,0,4,10,0,9,4,
9/9/24 13:07,9/9/24 13:11,IP Address,166.205.87.127,100,224,TRUE,9/9/24 13:11,R_3mVqbn4v3mu7AGh,,,,,37.7201,-122.4414,anonymous,EN,Junior,3 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,25,Yes,Off campus,20,"Sunday,Monday,Wednesday,Friday,Saturday",Yes,Yes,During the day,Probably yes,I prefer completely asynchronous courses,2,2,7,5,5,4,
9/9/24 13:07,9/9/24 13:11,IP Address,162.212.34.224,100,266,TRUE,9/9/24 13:11,R_7l3jXjCzvo4wpSD,,,,,36.7405,-119.7508,anonymous,EN,Senior,More than 4 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,40,Yes,Off campus,28,"Sunday,Wednesday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer a zoom component,2,5,10,10,10,8,I enjoy in-person classes but the drive to school makes it a bit of a struggle. 
9/9/24 13:06,9/9/24 13:11,IP Address,162.212.34.207,100,325,TRUE,9/9/24 13:11,R_599NqJYqAejY3XV,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I commute to campus,I prefer Tuesday/Thursday classes,fifty minutes ,Yes,On campus,6,"Tuesday,Thursday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,2,3,8,8,10,9,"Online for non major courses, in person for major, and since I live so far if i'm in for one day might as well do both. "
9/9/24 13:07,9/9/24 13:12,IP Address,162.212.34.226,100,270,TRUE,9/9/24 13:12,R_5P6SPoo4LejKNT7,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I live on campus,,,No,,,,Yes,No,At night,Definitely yes,I prefer completely asynchronous courses,0,1,10,1,6,5,Online is more convenient for student-athletes but in person is great too because of learning component
9/9/24 13:06,9/9/24 13:12,IP Address,162.212.34.210,100,355,TRUE,9/9/24 13:12,R_5C9HzwpXlnxEoHn,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I commute to campus,"No preference, both work for me",10 minutes,Yes,Off campus,40 hours,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,Yes,No preference,Probably yes,I prefer a zoom component,,,10,9,7,9,commute 
9/9/24 13:11,9/9/24 13:14,IP Address,162.212.34.223,100,157,TRUE,9/9/24 13:14,R_3ZEo3ADxQylBJiz,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,10,"Thursday,Saturday",Yes,No,No preference,Probably yes,I prefer completely asynchronous courses,0,4,10,1,1,10,"In-person is far easier to engage in, and stay focused in. Can engage with teachers and peers easier and more comprehensively."
9/9/24 13:13,9/9/24 13:16,IP Address,162.212.34.238,100,158,TRUE,9/9/24 13:16,R_6qfIFwAAwVl4uoO,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,10,"Tuesday,Wednesday,Thursday,Friday",No,No,At night,Definitely not,I prefer a zoom component,0,4,10,6,3,10,Communication and discussion are a lot smoother in-person vs online.
9/9/24 13:13,9/9/24 13:16,IP Address,162.212.34.204,100,185,TRUE,9/9/24 13:16,R_38nuztOHe7PsVWN,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I live on campus,,,No,,,,Yes,Yes,During the day,Definitely yes,I prefer a zoom component,3,5,10,5,10,10,online and in person
9/9/24 13:08,9/9/24 13:17,IP Address,162.212.34.204,100,490,TRUE,9/9/24 13:17,R_1uQ8pgekG9Mow5X,,,,,36.7405,-119.7508,anonymous,EN,Senior,1 Year,No,I commute to campus,"No preference, both work for me",25,No,,,,Yes,No,During the day,Definitely yes,I prefer completely asynchronous courses,0,10,10,10,6,8,"I would prefer the hybrid the most because it offers the most flexibility. In person courses would be better if professors gave us time to work in class. They don't though. This makes it hard to complete all 20 assignments we have for the week by Sunday, especially if you are a student-athlete. I can't do online though, because professors online do not offer enough instruction regarding their assignments, causing students to lose points for following vague instructions. Maybe this is just a business degree issue though."
9/9/24 13:17,9/9/24 13:19,IP Address,162.212.34.234,100,151,TRUE,9/9/24 13:19,R_3CaqbSZxSeFbzXQ,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,35,Yes,Off campus,25,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,1,3,10,10,10,4,"It helps for commuters to save gas and also to work. I am having to pay for my own tutition and having to come everyday to two for only two hours because the classes couldn't be only two days, makes it harder for me. I know alot of commuters that always prefer coming only two days out of the week. "
9/9/24 13:22,9/9/24 13:26,IP Address,73.12.195.146,100,205,TRUE,9/9/24 13:26,R_62GqaI3jByG7CL3,,,,,36.3376,-119.2924,anonymous,EN,Senior,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,45,Yes,Off campus,16,"Monday,Tuesday,Thursday,Saturday",No,No,During the day,Probably yes,I prefer completely asynchronous courses,0,5,10,0,3,7,"While I am a fan of the flipped classroom structure, I feel that people participate far less in online courses and the instruction is of a lesser quality because of this."
9/9/24 13:46,9/9/24 13:48,IP Address,104.56.36.96,100,99,TRUE,9/9/24 13:48,R_1sYEYSnWvHg4LHb,,,,,36.842,-119.6578,anonymous,EN,Senior,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,20,Yes,Off campus,8,"Sunday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,0,3,10,8,9,4,
9/9/24 13:44,9/9/24 13:48,IP Address,50.204.87.115,100,223,TRUE,9/9/24 13:48,R_1LC0ny8up9BIIKq,,,,,36.8272,-119.6805,anonymous,EN,Junior,1 Year,No,I commute to campus,I prefer Tuesday/Thursday classes,25,Yes,Off campus,40,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",No,No,At night,Probably yes,I prefer a zoom component,0,2,8,2,0,9,I learn best in a physical classroom
9/9/24 14:22,9/9/24 14:28,IP Address,98.97.57.183,100,344,TRUE,9/9/24 14:28,R_6VavD1fbazVetjf,,,,,34.0544,-118.2441,anonymous,EN,Junior,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,50-59,No,,,,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,0,,4,9,10,9,"Online courses are more accommodating/doable for me as a commuter. If not given the option, in person is reasonable."
9/9/24 14:27,9/9/24 14:29,IP Address,162.212.34.219,100,111,TRUE,9/9/24 14:29,R_6dRGgN9bgluCMv2,,,,,36.7405,-119.7508,anonymous,EN,Senior,1 Year,No,I commute to campus,"No preference, both work for me",30,Yes,On campus,20,"Monday,Wednesday,Friday",No,Yes,During the day,Definitely not,I prefer completely asynchronous courses,0,10,10,0,10,10,I'm fine with in person or online. I like asynchronous courses because it's less work on my end but I like in person so I can build a relationship with the prof
9/9/24 15:16,9/9/24 15:46,IP Address,75.231.174.177,100,1764,TRUE,9/9/24 15:46,R_5au4kzVGQSltKdb,,,,,38.4819,-121.4024,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,15-30,No,,,,Yes,No,During the day,Might or might not,I prefer completely asynchronous courses,,,5,2,7,10,"I prefer In person classes because I feel that being there helps me learn and pay attention better. However, I wouldn't mind taking an online class if I needed to."
9/9/24 15:48,9/9/24 15:50,IP Address,99.89.10.119,100,137,TRUE,9/9/24 15:50,R_6JR5jw1on8VVo31,,,,,36.7943,-119.8856,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Monday/Wednesday/Friday classes,30 minutes,No,,,,No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,1,3,10,7,9,10,I like to be able to ask a professor when I have a question right away and not wait for email responses. Face to face just generally makes everything easier.
9/9/24 16:06,9/9/24 16:10,IP Address,172.56.169.182,100,259,TRUE,9/9/24 16:10,R_14pCJe5j7XbSWUG,,,,,38.6019,-121.5004,anonymous,EN,Freshman,Less than a year,No,I commute to campus,"No preference, both work for me",15,No,,,,No,Yes,During the day,Probably yes,I prefer a zoom component,1,1,4,8,4,9,I feel that I learn better in person because I am able to focus more.
9/9/24 16:33,9/9/24 16:36,IP Address,76.158.251.186,100,167,TRUE,9/9/24 16:36,R_1aKnXKQX0Ly3GNH,,,,,36.8214,-119.7218,anonymous,EN,Junior,2 Years,No,I commute to campus,I prefer Tuesday/Thursday classes,25 min,Yes,Off campus,25-30,"Sunday,Wednesday,Friday,Saturday",No,Yes,During the day,Might or might not,I prefer completely asynchronous courses,3,5,10,3,4,1,"I don't prefer any of these course. This college sucks with scheduling and preparing students for the future. They barely can keep their faculty stable at their own school, how would you expect them to prepare us or guide us to a full-time career. "
9/9/24 17:13,9/9/24 17:21,IP Address,108.147.93.27,100,445,TRUE,9/9/24 17:21,R_5R2zOZsywDnpfiO,,,,,37.3073,-121.8076,anonymous,EN,Senior,4 Years,No,I commute to campus,"No preference, both work for me",25-30,No,,,,No,Yes,No preference,Probably yes,I prefer completely asynchronous courses,0,4,10,6,7,8,"I prefer hybrid because you can meet once a week to understand what is going on and then be able to do the rest of the week on your own. I prefer online courses because you can run at your own pace, the only problem here is you have to sort of teach yourself and you don't get to build a relationship with the teacher. Lastly, I prefer in-person courses because you get to know the teacher and classmates, as well as get a sense of the expectations from the professor, and it is so much easier to ask questions. The only thing stopping me from putting it all the way to 10 is that the drive gets a little difficult when I have to go to campus every day for just one or two classes. "
9/9/24 17:44,9/9/24 17:48,IP Address,162.212.34.209,100,280,TRUE,9/9/24 17:48,R_7s5URO1aGqdPh5R,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,Yes,I live on campus,,,Yes,On campus,19,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Probably not,I prefer a zoom component,0,2,10,0,0,10,"I prefer in-person instruction because I know my learning style involves being able to show up to a class fully present. When I have online meetings for courses, I get easily distracted, and it is harder since my dorm is not always the best place to focus for me. "
9/9/24 18:11,9/9/24 18:19,IP Address,162.212.34.208,100,474,TRUE,9/9/24 18:19,R_7khN4QDfUZ3sk0h,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,Yes,I commute to campus,"No preference, both work for me",35,Yes,Off campus,25-30,"Sunday,Friday,Saturday",No,Yes,During the day,Probably yes,I prefer completely asynchronous courses,1,3,10,7,6,6,"I would prefer certain types of courses because I commute to school everyday and would be beneficial for my personal time, schedule, economic benefit (gas) and be able to take a more open selection of Classes. "
9/9/24 18:15,9/9/24 18:22,IP Address,162.212.34.222,100,421,TRUE,9/9/24 18:22,R_1dmex2y0fOao3Qa,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,"No preference, both work for me",around 20 minutes ,Yes,On campus,20,"Monday,Tuesday,Wednesday,Thursday,Friday",No,No,During the day,Definitely not,I prefer completely asynchronous courses,,6,10,,10,8,With online classes I am able to do a lot more with my days and at night focus more on school without having to worry about if I will miss class or have to miss appointments because they are only during class times.
9/9/24 18:17,9/9/24 18:23,IP Address,73.66.139.250,100,338,TRUE,9/9/24 18:23,R_6oFO73xYoNlG5eV,,,,,36.7943,-119.8856,anonymous,EN,Freshman,Less than a year,No,I commute to campus,I prefer Tuesday/Thursday classes,20,No,,,,No,No,During the day,Definitely yes,I prefer completely asynchronous courses,0,2,4,5,10,9,"I would prefer online or in person, I wouldn’t want to alternate through going to class or hen online. I prefer online courses because I can go on my own pace. I like to do work on my own. I like in person but I prefer online better. "
9/9/24 19:25,9/9/24 19:27,IP Address,162.212.34.213,100,128,TRUE,9/9/24 19:27,R_1wLaaCLvMphUPxV,,,,,36.7405,-119.7508,anonymous,EN,Senior,4 Years,No,I live on campus,,,Yes,On campus,20,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",No,No,No preference,Might or might not,I prefer completely asynchronous courses,2,5,10,2,6,9,I am a visual learner and I like in-person collaboration which can be found much more with in person classes.
9/9/24 21:27,9/9/24 21:30,IP Address,162.212.34.226,100,192,TRUE,9/9/24 21:30,R_1nNMl9X4iZIJKHT,,,,,36.7405,-119.7508,anonymous,EN,Senior,3 Years,No,I live on campus,,,Yes,On campus,"20 on campus, 8 off campus","Monday,Tuesday,Wednesday,Thursday,Friday",Yes,Yes,At night,Definitely yes,I prefer completely asynchronous courses,1,6,10,10,10,10,"The courses are usually good. The professors provide support and the assignments are well elaborated. I have no preference, but prefer the ones that fit my routine better."
9/9/24 21:30,9/9/24 21:32,IP Address,162.212.34.240,100,109,TRUE,9/9/24 21:32,R_5bUYosFPSCYRLqN,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,2 Years,No,I live on campus,,,Yes,On campus,12-Oct,"Monday,Wednesday,Friday",Yes,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,1,3,10,8,8,8,
9/10/24 8:29,9/10/24 8:30,IP Address,162.212.34.205,100,102,TRUE,9/10/24 8:30,R_5ToC5aRL30Ginhr,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,"No preference, both work for me",20,Yes,Off campus,20,"Sunday,Monday,Friday,Saturday",No,Yes,No preference,Definitely yes,I prefer completely asynchronous courses,2,1,10,7,8,8,Gives me flexible times and schedules and easier to plan my day around it
9/10/24 8:29,9/10/24 8:31,IP Address,162.212.34.208,100,145,TRUE,9/10/24 8:31,R_6vztCKq1IKkRwvT,,,,,36.7405,-119.7508,anonymous,EN,Sophmore,1 Year,Yes,I commute to campus,"No preference, both work for me",30,Yes,Off campus,16,"Sunday,Saturday",No,Yes,During the day,Definitely yes,I prefer completely asynchronous courses,,1,10,3,10,10,
9/10/24 8:29,9/10/24 8:31,IP Address,162.212.34.237,100,162,TRUE,9/10/24 8:31,R_39srqKweYc42I8O,,,,,36.7405,-119.7508,anonymous,EN,Junior,3 Years,No,I live on campus,,,Yes,On campus,10,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Yes,No,At night,Probably not,I prefer completely asynchronous courses,,2,10,0,2,9,"i did my last two years of high school completely online and it was good, but i like having the interaction with professors in person. It’s easier to ask questions "
